split,label,category,source_type,source_path,output_path,sha256,average_hash
train,edible,gurke,structured,data/train/edible/gurke/cucumber-e-o (7).jpeg,data/train/edible/gurke/cucumber-e-o (7).jpeg,56fa59f332bd482fd1f02cc1c964eb6895c2cf7ccb7c1a64c31a75fbe26a75c4,8751456610286246193
train,edible,gurke,structured,data/train/edible/gurke/freshCucumber (105).jpg,data/train/edible/gurke/freshCucumber (105).jpg,049280eeae9304f751f9e8262c2547e65246f705f0d99388a81bbb8ac565b3d9,18446742978492956671
train,edible,gurke,structured,data/train/edible/gurke/freshCucumber (168).jpg,data/train/edible/gurke/freshCucumber (168).jpg,e069569e2da158843ad7db769876ca2516f994a48703cbeb76d03596c777f476,17277998156294120435
train,edible,gurke,structured,data/train/edible/gurke/freshCucumber (178).jpg,data/train/edible/gurke/freshCucumber (178).jpg,197e67ca183e9f27f61de07e900eb4a77f0aa45cbc68192efae8ff7757de0e0b,18419599089653117433
train,edible,gurke,structured,data/train/edible/gurke/freshCucumber (182).jpg,data/train/edible/gurke/freshCucumber (182).jpg,90d954fe5779f6b1f462ace7622a03ba354406e5b28a9e055c2902d828b55cbd,18446735827380994047
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_072d10b7c48d.png,data/train/edible/gurke/gurke_edible_072d10b7c48d.png,072d10b7c48ddb358cd34f8096be95e51882c3024a8a8461f40aef8565ddaf9b,4503251922987515516
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_1aa9d69c11a5.jpg,data/train/edible/gurke/gurke_edible_1aa9d69c11a5.jpg,1aa9d69c11a55fb6e6e375d129fc774a0406a30271c17bb0ee204c6729c12118,18446736246183034879
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_1c2822fb9ec4.png,data/train/edible/gurke/gurke_edible_1c2822fb9ec4.png,1c2822fb9ec4ec45f6652526fd822446ad0988ce9dff0c6716e5e56434337411,4503291505406377596
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_21f68eabe2b8.png,data/train/edible/gurke/gurke_edible_21f68eabe2b8.png,21f68eabe2b8ab12bc43d45a146d301ffcd154c6eb4dacbc9e6dd757c7d710c3,4503318022504578684
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_2b43748f9220.png,data/train/edible/gurke/gurke_edible_2b43748f9220.png,2b43748f9220eecea79fb4394dbd60f3f16e35925f7af519328251b4185c5fa4,4503251922983321212
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_3457ca9813b8.png,data/train/edible/gurke/gurke_edible_3457ca9813b8.png,3457ca9813b8c78bf7f4bfebf4df9126ffecfa1160488a535382356b926d6815,4503317995693014652
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_3ff564523d67.jpg,data/train/edible/gurke/gurke_edible_3ff564523d67.jpg,3ff564523d67e4e6b4887ffc85f18504bb7fde4d773f9667555bc48b981d34b8,18437670646059106303
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_4245ffee1ca2.png,data/train/edible/gurke/gurke_edible_4245ffee1ca2.png,4245ffee1ca2c8b17106749aa90f1bfd50d2357141c933d800b9c40c069c5e39,18446710538621919231
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_4ddd1aa83310.jpg,data/train/edible/gurke/gurke_edible_4ddd1aa83310.jpg,4ddd1aa833101ac1c2d51a1d26583540e0f23d672aa8ad711a1d9db67a86aea3,18446712752694099967
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_4eb37cfb0bc2.jpg,data/train/edible/gurke/gurke_edible_4eb37cfb0bc2.jpg,4eb37cfb0bc2b4b012599aebb5026028bbb7e2a81de6293f1557c1c9a32ac0c1,18446744073708733327
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_53991bbb1abd.png,data/train/edible/gurke/gurke_edible_53991bbb1abd.png,53991bbb1abd74f271110cdf6c79f3a930a352733006f454df9fb3bd024f82e2,4503317910868950652
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_61f7dc2dfceb.png,data/train/edible/gurke/gurke_edible_61f7dc2dfceb.png,61f7dc2dfceba6a84ff728a52b51825fdfbb90e41ef505bf23a8e64d5f78df8c,4503251922987515516
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_6613409cc99d.png,data/train/edible/gurke/gurke_edible_6613409cc99d.png,6613409cc99d48606cd965da2d8c3d17871c56ba8f9873f01ea190e087385d74,4503318099813990012
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_6a9e2b8adb61.png,data/train/edible/gurke/gurke_edible_6a9e2b8adb61.png,6a9e2b8adb61cb44e9558850b2f957397399e02093e101fb25bb9ec51012a3f4,4503251922953830012
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_74dc0a7d3418.jpg,data/train/edible/gurke/gurke_edible_74dc0a7d3418.jpg,74dc0a7d3418b66eed13fa5d76f14e62dba8af2bc888d663589cb584f9be9a67,18438163278807891968
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_7a3fd221aa0a.jpg,data/train/edible/gurke/gurke_edible_7a3fd221aa0a.jpg,7a3fd221aa0ab3ee311766e0ef201487fa0ff4d99c40787a7c651caf05fcdbcb,18446637975164026879
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_7cc5552ae09d.jpg,data/train/edible/gurke/gurke_edible_7cc5552ae09d.jpg,7cc5552ae09d4db69650b80f57359d1383af8007e59692a8838558944ba58379,18442209142325706751
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_80b1e588014f.png,data/train/edible/gurke/gurke_edible_80b1e588014f.png,80b1e588014f4d1e04d9a6b9bb507c8548990bc33a336de3abf6b001ca43a40e,4503251922987515516
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_84cdacbd5073.png,data/train/edible/gurke/gurke_edible_84cdacbd5073.png,84cdacbd5073dae36b236fb89f573da6cc6538b33282de8d8cbc6187ae193412,4503251922987515516
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_9baacb15b56d.jpg,data/train/edible/gurke/gurke_edible_9baacb15b56d.jpg,9baacb15b56da849ec553ea0dd92970f2aacc016e08065c4f60dcf77aa818abe,18443350950694354944
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_a2844e2ccb08.png,data/train/edible/gurke/gurke_edible_a2844e2ccb08.png,a2844e2ccb08b39abc6f841aa082683c8c4367c9915d047f2106fe1a90149aad,4503251922987515516
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_b05c88472abf.png,data/train/edible/gurke/gurke_edible_b05c88472abf.png,b05c88472abfa983ef90f88f6582fc7255248f0bf2267035616992b45711327e,4503291505406377596
train,edible,gurke,structured,data/train/edible/gurke/gurke_edible_b3f3c663b43d.png,data/train/edible/gurke/gurke_edible_b3f3c663b43d.png,b3f3c663b43dc7edf1fcacf0fc9d5259276672d52c4a44674a394f87821b0bd3,4503282727033503356
train,edible,orange,structured,data/train/edible/orange/orange-e-k (3).jpg,data/train/edible/orange/orange-e-k (3).jpg,46a1b3f1704e6da5fb3cb36f0c236c749de03faf3062d34369f415f99f199d7b,18429716493353714163
train,edible,orange,structured,data/train/edible/orange/orange-e-o (1).jpeg,data/train/edible/orange/orange-e-o (1).jpeg,5abe1da22c0d91b59d47bd8068a863986a588c6ac423d4f8bc5e1c5def0b05b6,9006353665622040576
train,edible,orange,structured,data/train/edible/orange/orange-e-o (10).jpeg,data/train/edible/orange/orange-e-o (10).jpeg,5092db954d116a5aa1421943e8dff69ae1fbf336151a5b75162dae4244d9e397,17365598635580131073
train,edible,orange,structured,data/train/edible/orange/orange-e-o (11).jpeg,data/train/edible/orange/orange-e-o (11).jpeg,6fd92521dcefa0c14ff3dcca25dc9b0fdd9558b4385c8e97ebecd05c18dda836,6988742144167243520
train,edible,orange,structured,data/train/edible/orange/orange-e-o (12).jpeg,data/train/edible/orange/orange-e-o (12).jpeg,4bbaeda535917d413b826f604fa5dde9185e76915eceadfdeb7821438191b477,3444213702072320
train,edible,orange,structured,data/train/edible/orange/orange-e-o (13).jpeg,data/train/edible/orange/orange-e-o (13).jpeg,bbbf923c72ee41803b1069d00b5a84d1feb4294a5a5e5b85cf17089f0ca8dbe2,17027579275640832
train,edible,orange,structured,data/train/edible/orange/orange-e-o (14).jpeg,data/train/edible/orange/orange-e-o (14).jpeg,efa78ddd7ceb3d84cc9af3877313c88bd6e1908e82fa4b638ad653b88f1144c1,1192379545427456
train,edible,orange,structured,data/train/edible/orange/orange-e-o (15).jpeg,data/train/edible/orange/orange-e-o (15).jpeg,eabea78a533077f6a53015ecdaf08dc8972bcfecafdf8fc623bae4765f097b3e,16172492492379844848
train,edible,orange,structured,data/train/edible/orange/orange-e-o (16).jpeg,data/train/edible/orange/orange-e-o (16).jpeg,31b75ea18e751933f021100bf0d05e28709d18be465104f58cd4d42f93631f71,17027583589620736
train,edible,orange,structured,data/train/edible/orange/orange-e-o (17).jpeg,data/train/edible/orange/orange-e-o (17).jpeg,7d94284d3537f045287de5ae321006e9c1d1dd5517a8042305ae997b9b00c972,18302628885126234112
train,edible,orange,structured,data/train/edible/orange/orange-e-o (18).jpeg,data/train/edible/orange/orange-e-o (18).jpeg,86b634122cf28081c748d858b1568277f25eb6c1600152548a536564c26e5dc2,72057472736623616
train,edible,orange,structured,data/train/edible/orange/orange-e-o (19).jpeg,data/train/edible/orange/orange-e-o (19).jpeg,7c0f66d4480a086d3f0c1247a9fa70fc590aa2b31aa45e42c9453ad2f252f492,8142226650793315087
train,edible,orange,structured,data/train/edible/orange/orange-e-o (2).jpeg,data/train/edible/orange/orange-e-o (2).jpeg,276076e3550c1595dece1ae26ae2c49328247904f59324e4c90a430eb1363824,1224133544019771392
train,edible,orange,structured,data/train/edible/orange/orange-e-o (20).jpeg,data/train/edible/orange/orange-e-o (20).jpeg,9bd7f536bc9217ba86e21c9cc844b5602e42fbb664d54168170716d8901dd61b,1081708853011089167
train,edible,orange,structured,data/train/edible/orange/orange-e-o (21).jpeg,data/train/edible/orange/orange-e-o (21).jpeg,5c5d2c454d4ba43317ec75e4940918ba4aca8c36fd3192f6ba3129a8435a0d86,223630217566422792
train,edible,orange,structured,data/train/edible/orange/orange-e-o (22).jpeg,data/train/edible/orange/orange-e-o (22).jpeg,25da00687d941a4c19aacda649a88c871ae8ee59fc67da1e54bb1113fb132978,2233503936944275456
train,edible,orange,structured,data/train/edible/orange/orange-e-o (23).jpeg,data/train/edible/orange/orange-e-o (23).jpeg,27b834a4e3911c8056e1bf25d55ba786c6a6075cfb49bebb818b9ca96b1c1283,18446734937114591232
train,edible,orange,structured,data/train/edible/orange/orange-e-o (24).jpeg,data/train/edible/orange/orange-e-o (24).jpeg,13b77edf2b57cc33935984db743b33d49a9bdd4231347b5fdd365caf4f666d6f,2238007645002729223
train,edible,orange,structured,data/train/edible/orange/orange-e-o (25).jpeg,data/train/edible/orange/orange-e-o (25).jpeg,0b033faa09aaa9207b327bc9584fe830dcc2e9f0534373a4a6aeb61f1f4a0cf7,4575515925607875588
train,edible,orange,structured,data/train/edible/orange/orange-e-o (26).jpeg,data/train/edible/orange/orange-e-o (26).jpeg,0e36289286f6747c0707ee93908ec25db21a71ed8c4721b225ff0d78a8d6981e,2170174530327201551
train,edible,orange,structured,data/train/edible/orange/orange-e-o (27).jpeg,data/train/edible/orange/orange-e-o (27).jpeg,55e827380448a08aded4895fb24b309c6fcc39664fec81821bcebeae896d9294,18410459350809331471
train,edible,orange,structured,data/train/edible/orange/orange-e-o (28).jpeg,data/train/edible/orange/orange-e-o (28).jpeg,c74c77475eaa67f3610086198f70cd553a6c5a6abf6133fecfe0943b5427cd01,4611649799018972943
train,edible,orange,structured,data/train/edible/orange/orange-e-o (3).jpeg,data/train/edible/orange/orange-e-o (3).jpeg,2b8753ed568fc04c2babe63bf3a118ee1c49a9f725c46f74f681b28f435cc2ab,9006916615574446304
train,edible,orange,structured,data/train/edible/orange/orange-e-o (4).jpeg,data/train/edible/orange/orange-e-o (4).jpeg,a637dd8d73065e3c001d735b563fd832f60bc8464b0da7bf98273f2e58ef184f,8718123289602457600
train,edible,orange,structured,data/train/edible/orange/orange-e-o (5).jpeg,data/train/edible/orange/orange-e-o (5).jpeg,14877cc3850d6b345e09137ca09efe8800deddee8f643a18540c368c5aa472af,4106437202323488896
train,edible,orange,structured,data/train/edible/orange/orange-e-o (6).jpeg,data/train/edible/orange/orange-e-o (6).jpeg,e1d794c7cabde56ce9ca21f017e63a2fadccda838f63350014fdc8a5438cfe9b,17361649501117935856
train,edible,orange,structured,data/train/edible/orange/orange-e-o (7).jpeg,data/train/edible/orange/orange-e-o (7).jpeg,4d6e4e30a4180f4fbff9a71f730d780057c9d9c48a649d3baa4f1773136790d6,17361649777061196016
train,edible,orange,structured,data/train/edible/orange/orange-e-o (8).jpeg,data/train/edible/orange/orange-e-o (8).jpeg,186c66b8bb729d9187773fbe68bcbca608b832b4ac74c0a93ea2c17fb18c28df,16210773096749920496
train,edible,orange,structured,data/train/edible/orange/orange-e-o (9).jpeg,data/train/edible/orange/orange-e-o (9).jpeg,e8582f210a1493182696dfe40357e965804525806b7de69f9fe48a535966ec65,4106437327635482624
train,edible,orange,structured,data/train/edible/orange/orange_edible_010d34074d01.jpg,data/train/edible/orange/orange_edible_010d34074d01.jpg,010d34074d0185123fe13ff9f060a8dbd400e4350d74286d4987e18f93159e1c,7949736398949376
train,edible,orange,structured,data/train/edible/orange/orange_edible_0410987de82c.jpg,data/train/edible/orange/orange_edible_0410987de82c.jpg,0410987de82cb110907b356efa3db48a7b9d679d45dc9b9abb5efa3596eaf3bc,18446735239096041472
train,edible,orange,structured,data/train/edible/orange/orange_edible_1ebcfbcecb50.jpg,data/train/edible/orange/orange_edible_1ebcfbcecb50.jpg,1ebcfbcecb505e5e47b7e560d4088ea90e327b7545329d48370f395d72915017,18446716793087860736
train,edible,orange,structured,data/train/edible/orange/orange_edible_1f6fb30111ae.jpg,data/train/edible/orange/orange_edible_1f6fb30111ae.jpg,1f6fb30111ae3b349d3e90bf5dfbc28118be856e86aac4ea9bd093d2a21d3130,18412834618722746368
train,edible,orange,structured,data/train/edible/orange/orange_edible_222c3b724bd6.jpg,data/train/edible/orange/orange_edible_222c3b724bd6.jpg,222c3b724bd6ae33e912b115fbf80647e2121437456401620ef287837bb598ad,4359202963101794876
train,edible,orange,structured,data/train/edible/orange/orange_edible_24d403f5d883.jpg,data/train/edible/orange/orange_edible_24d403f5d883.jpg,24d403f5d88387eb42b0b270a1443078ed5a61ec7e734cfdaafa92e76a34533d,18446677844303282175
train,edible,orange,structured,data/train/edible/orange/orange_edible_2e84cf653fb2.jpg,data/train/edible/orange/orange_edible_2e84cf653fb2.jpg,2e84cf653fb2645d61c1b52478ea15700f7de07e8724dc8a9b6c0164cc2216e0,18445029801433563648
train,edible,orange,structured,data/train/edible/orange/orange_edible_3bf0cc086161.jpg,data/train/edible/orange/orange_edible_3bf0cc086161.jpg,3bf0cc0861614e268a3a87a903f510d8e446bf865dd4c48847aa8afe416bfe91,18446728546885894144
train,edible,orange,structured,data/train/edible/orange/orange_edible_42ab2b9e32d5.jpg,data/train/edible/orange/orange_edible_42ab2b9e32d5.jpg,42ab2b9e32d5ed97a4e43770ab6ba72086e5f060b39024b364ae475a33e2e4e0,17362771427681312766
train,edible,orange,structured,data/train/edible/orange/orange_edible_457aa1718c26.jpg,data/train/edible/orange/orange_edible_457aa1718c26.jpg,457aa1718c26196715b033ee95f365f9dfb24a52a176c759c5a3b6759c5cfa12,18446744069154587200
train,edible,orange,structured,data/train/edible/orange/orange_edible_5a8b3001a49d.jpg,data/train/edible/orange/orange_edible_5a8b3001a49d.jpg,5a8b3001a49d3880022d63cd69adbdfd29093c832306db67fb288e9fe43fdaa9,18374686449351049456
train,edible,orange,structured,data/train/edible/orange/orange_edible_701ab982ae10.jpg,data/train/edible/orange/orange_edible_701ab982ae10.jpg,701ab982ae10671c84a353e4e3013171b1fce8b67ab54c3a2a45faa385464157,18429716493353731047
train,edible,orange,structured,data/train/edible/orange/orange_edible_87b592bbdee8.jpg,data/train/edible/orange/orange_edible_87b592bbdee8.jpg,87b592bbdee86c838fa8daefd1fc44c7a79f85042c134217b7c390c33cbfb3db,18446734695522107392
train,edible,orange,structured,data/train/edible/orange/orange_edible_8d37475b5e6c.jpg,data/train/edible/orange/orange_edible_8d37475b5e6c.jpg,8d37475b5e6c0be137a40452e0483f757924d3242f3a625de16436be6496d2bd,17942336491103510776
train,edible,orange,structured,data/train/edible/orange/orange_edible_95ca2b57fed5.jpg,data/train/edible/orange/orange_edible_95ca2b57fed5.jpg,95ca2b57fed53993b132584095e8b96993ba312610c7dbbb660ae1938febd7d0,18444484305689375743
train,edible,orange,structured,data/train/edible/orange/orange_edible_a75efab6eeee.jpg,data/train/edible/orange/orange_edible_a75efab6eeee.jpg,a75efab6eeeeae3d56e2af48e6f4954892f31d56c5ea4723bcc90a76d7a816be,18446744018952937825
train,edible,orange,structured,data/train/edible/orange/orange_edible_b1073168cfdb.jpg,data/train/edible/orange/orange_edible_b1073168cfdb.jpg,b1073168cfdbdbfcbbba5666905bb108197c8ead6013b26f86e7415ddfd172d0,17291484347944402944
train,edible,orange,structured,data/train/edible/orange/orange_edible_b1f0f525531a.jpg,data/train/edible/orange/orange_edible_b1f0f525531a.jpg,b1f0f525531af0d48e6986fa3a7025ee6cfae5d773c025a68a2bd32994415c99,18446677844303282175
train,edible,orange,structured,data/train/edible/orange/orange_edible_bd6005ddf949.jpg,data/train/edible/orange/orange_edible_bd6005ddf949.jpg,bd6005ddf949cca804366e441c4535f446fa678455c176ab2e9d40787582bb2e,18296705214361056026
train,edible,orange,structured,data/train/edible/orange/orange_edible_cf0b6195f350.jpg,data/train/edible/orange/orange_edible_cf0b6195f350.jpg,cf0b6195f35014d54b8a2808dc48456a757e5e2a734aaae4489338667994f66c,18438723692608472063
train,edible,orange,structured,data/train/edible/orange/orange_edible_d605eeaffa45.jpg,data/train/edible/orange/orange_edible_d605eeaffa45.jpg,d605eeaffa456b9d464b1b0c0e25b590013a26af44c2a1662d2a9a4a76391bfc,18446743507244679168
train,edible,orange,structured,data/train/edible/orange/orange_edible_df7507cf0911.jpg,data/train/edible/orange/orange_edible_df7507cf0911.jpg,df7507cf0911da9f1ae8937b40df40f53e50592b2fbc900edf99225438049790,18411139172311098343
train,edible,orange,structured,data/train/edible/orange/orange_edible_e1cd39775b1c.jpg,data/train/edible/orange/orange_edible_e1cd39775b1c.jpg,e1cd39775b1c7b631c6446eed1c546091d743edb66b7897a836f2de38f6a0e4f,18429716493353730559
train,edible,orange,structured,data/train/edible/orange/orange_edible_e44848e22ba3.jpg,data/train/edible/orange/orange_edible_e44848e22ba3.jpg,e44848e22ba30f4abc4f718aee5452a689b742f258b3852a391dc4827c3ab5f4,18446741862540115968
train,edible,orange,structured,data/train/edible/orange/orange_edible_e82941c5ef7c.jpg,data/train/edible/orange/orange_edible_e82941c5ef7c.jpg,e82941c5ef7c7adbd3ce9a86403ba73d5c1f6398293270a770d79f8ab3e6029b,17288470351106316510
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (143).jpg,data/train/edible/paprika/freshPepper (143).jpg,e34318368187c4299e16ddc88eb163e256386329f7c9b637e7ee9e6f5e358b9c,18230289815595844096
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (198).jpg,data/train/edible/paprika/freshPepper (198).jpg,241d41132decdd674b83703a5b1303f56e60ebceb525970d593d1ff4cf64ea29,16708848047119041234
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (199).jpg,data/train/edible/paprika/freshPepper (199).jpg,997eded9d0a245adb2aedb404fad238acbeb556439fb4aa4d57b7e951ad77b58,18446735009206354369
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (227).jpg,data/train/edible/paprika/freshPepper (227).jpg,5ce5f18acd980d8c7d0449f1e2daec6eb33d3efbb83df779eceadf46a3c3a77d,1096900257468973060
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (228).jpg,data/train/edible/paprika/freshPepper (228).jpg,21ac4ada475e619086f15b2020a0cf6c2a5d25b00af1f696c328eb0ce5744aa6,12943768544461702093
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (229).jpg,data/train/edible/paprika/freshPepper (229).jpg,93dffb4f7243caca814cf3df400a8a970ceb396375ef819aa02d5a2e9da0334f,144169603100848899
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (236).jpg,data/train/edible/paprika/freshPepper (236).jpg,231e27aa5884f4e8ed5f29ae6e5f796ff9d83c8d14b430ddacb8e16157c0ccb6,18378916313847555071
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (242).jpg,data/train/edible/paprika/freshPepper (242).jpg,a78d43f21105ebc45545647ca1448c8ed16cd62029eca6a80ce846b2dd97d696,18442664342320178175
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (245).jpg,data/train/edible/paprika/freshPepper (245).jpg,e54211ea5ea0b11c364abe6f873b6835d39d9e8712dff149d53368959d9dc878,16700442012180872441
train,edible,paprika,structured,data/train/edible/paprika/freshPepper (265).jpg,data/train/edible/paprika/freshPepper (265).jpg,c96881dd09f9fcaf09318f1dbe9876a28f9fb5b2f943db99ff6d5b5287e1bcf9,18446712187872379391
train,edible,paprika,structured,data/train/edible/paprika/paprika24.jpeg,data/train/edible/paprika/paprika24.jpeg,3ef08f7ac7923e3936d3c0d2c615400e36e77f52201de527da3992b41540fc12,14348202339595388703
train,edible,paprika,structured,data/train/edible/paprika/paprika25.jpeg,data/train/edible/paprika/paprika25.jpeg,2bcdecfc91d2f61a93ccc3e8c368c723e6eb68cb8229ea2f458a477d197bc04d,1082893841012557631
train,edible,paprika,structured,data/train/edible/paprika/paprika26.jpeg,data/train/edible/paprika/paprika26.jpeg,1921b2ace90492db19e80852959d5851d3a7560e5a92407bfda3dcff11405406,1087964823200925455
train,edible,paprika,structured,data/train/edible/paprika/paprika27.jpeg,data/train/edible/paprika/paprika27.jpeg,76874e83843d5d7e84b80e209f27210902c1b39452eccf81bff242dc4bc00018,505557757328557855
train,edible,paprika,structured,data/train/edible/paprika/paprika28.jpeg,data/train/edible/paprika/paprika28.jpeg,b4bb2dcdbc0e2ee78c3c2bc0227302e220de796573ba391fed952086175c9b41,2248148365752076047
train,edible,paprika,structured,data/train/edible/paprika/paprika29.jpeg,data/train/edible/paprika/paprika29.jpeg,bb9ec01f62b99fe71a236e05a06416f4b0cefa415037dc2cf7b7a9ce8bee6ef9,2235759103224252167
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_1aa686fd493c.jpg,data/train/edible/paprika/paprika_edible_1aa686fd493c.jpg,1aa686fd493c296eb24c7f99cd3ae3a2ab186140e5ded736b6fada501632aa97,18446728407824760961
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_29dd3fdd705f.jpeg,data/train/edible/paprika/paprika_edible_29dd3fdd705f.jpeg,29dd3fdd705f7544d2e1d0ce5ab29dbbe12eee6cdfec20e258a1b3cab94cf419,18443052766295029984
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_39fafba5edfd.jpeg,data/train/edible/paprika/paprika_edible_39fafba5edfd.jpeg,39fafba5edfd4382845d8aaebb14bb819432e1a186098d05d0fb4a8ed5931dd9,18446675360700680191
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_3db126eb6e64.jpeg,data/train/edible/paprika/paprika_edible_3db126eb6e64.jpeg,3db126eb6e641db282ad11d9e54e24f55ec5cacad9227ce3d3d3a66e669ba812,4545254555658708736
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_564cde3439d6.jpg,data/train/edible/paprika/paprika_edible_564cde3439d6.jpg,564cde3439d6767845edf233f6100c63c9ce7e07ee91443076ca2298cebfff55,137328109903707452
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_67d6825c7eeb.jpeg,data/train/edible/paprika/paprika_edible_67d6825c7eeb.jpeg,67d6825c7eeb8f6cef0cf7d6d4dd93e9d347b8af6dfb4cd3e964b3412f81325c,18414940715035394047
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_76a834aa8ca2.jpg,data/train/edible/paprika/paprika_edible_76a834aa8ca2.jpg,76a834aa8ca2c1e0bcff250a92124c35e1c9e77a672a093b0e9d8c611a2d00e4,14932943475165430790
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_7a52875d1b2a.jpg,data/train/edible/paprika/paprika_edible_7a52875d1b2a.jpg,7a52875d1b2af67c019becfb3d099d4210f8db5a64bba3e773b6983151713832,6987612513236885271
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_843abae795cd.jpg,data/train/edible/paprika/paprika_edible_843abae795cd.jpg,843abae795cdff3aefebdb2cac821f9b84b7ab239e4c9894560df57750acf7b9,14983018941878485192
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_85e90dcaa1f6.jpeg,data/train/edible/paprika/paprika_edible_85e90dcaa1f6.jpeg,85e90dcaa1f650b8dab92c71200c0857aca0d2bfe0f6eabff863f4aa50735475,18437630778050446279
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_8c4e4e64791d.jpeg,data/train/edible/paprika/paprika_edible_8c4e4e64791d.jpeg,8c4e4e64791d45fed45adecc50366741526d5c54ed3d1ea7666c34c7c34f9529,18302628755719439359
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_b3938cffac1c.jpeg,data/train/edible/paprika/paprika_edible_b3938cffac1c.jpeg,b3938cffac1cacd26fa74e90810124c157819d13edbaadf9ed1dee3dc698b310,18415360165710038015
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_c64dea8d7213.jpg,data/train/edible/paprika/paprika_edible_c64dea8d7213.jpg,c64dea8d7213d3f327339356f145ce629550bec3c0a24944ae9c3ffefe7b38c7,1137095026980370556
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_d4fe865c34a0.jpg,data/train/edible/paprika/paprika_edible_d4fe865c34a0.jpg,d4fe865c34a0460361bd3e7a51d4f70f16612cfbde63972eabde752374d670bd,4520381602698495751
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_d604cc24b188.jpeg,data/train/edible/paprika/paprika_edible_d604cc24b188.jpeg,d604cc24b1888167c8df97fbb228a4327de8eb72f28483298351cbf1154b693a,18230540237973749758
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_d8123bdabc07.jpeg,data/train/edible/paprika/paprika_edible_d8123bdabc07.jpeg,d8123bdabc07ea91bc1a5530b35922b0020c8e0d646ce629b684eacc41e36c94,14339743245829914622
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_d909a79968fd.jpg,data/train/edible/paprika/paprika_edible_d909a79968fd.jpg,d909a79968fde0cb091e813e5c3968a79c2dda5cf1a9547a651e68ca3530da04,506487725055229180
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_e591c0de26d7.jpg,data/train/edible/paprika/paprika_edible_e591c0de26d7.jpg,e591c0de26d7c4c04f6db18b7a21205b6407ecb0d6a673086908cfb69b98da37,18438725339837990911
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_e9ab2af76fe7.jpg,data/train/edible/paprika/paprika_edible_e9ab2af76fe7.jpg,e9ab2af76fe76ec71988c0705f7ae37c5acd4da37f5e52a3bc290a4563ed54c3,17204454893222416068
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_fa28af251b4d.jpg,data/train/edible/paprika/paprika_edible_fa28af251b4d.jpg,fa28af251b4dc60fe92a32fd64ce9b8b73d4da2fe2c7fed25fba38ba19c2c083,217096299118724895
train,edible,paprika,structured,data/train/edible/paprika/paprika_edible_fd39a73a3f3a.jpeg,data/train/edible/paprika/paprika_edible_fd39a73a3f3a.jpeg,fd39a73a3f3a7024e58cf3c90dd541500d5d905131a1909df4408d1cb2251f3e,9151297954488778360
